  AQUILA 9.3% smoothed
0.529919 -0.848048
0.528638 -0.844922
0.527351 -0.841788
0.526070 -0.838661
0.524789 -0.835535
0.522204 -0.829285
0.501576 -0.779290
0.481027 -0.729233
0.460526 -0.679157
0.437314 -0.622912
0.416414 -0.573086
0.395128 -0.523490
0.373329 -0.474225
0.350869 -0.425374
0.327564 -0.377039
0.303239 -0.329354
0.280950 -0.288249
0.257572 -0.247837
0.240117 -0.219430
0.218241 -0.185932
0.195204 -0.153160
0.170760 -0.121268
0.149044 -0.095536
0.125759 -0.070784
0.100442 -0.047290
0.072383 -0.025521
0.060103 -0.017475
0.046954 -0.009962
0.039956 -0.006481
0.032537 -0.003252
0.024466 -0.000431
0.020047 0.000735
0.015212 0.001641
0.009643 0.002099
0.000000 0.000000
-0.003086 -0.005855
-0.002614 -0.009498
-0.001570 -0.012773
-0.000246 -0.015872
0.002822 -0.021820
0.006161 -0.027599
0.009631 -0.033284
0.016768 -0.044554
0.023993 -0.055758
0.042113 -0.083737
0.060162 -0.111773
0.078113 -0.139858
0.096021 -0.167970
0.117506 -0.201712
0.139008 -0.235443
0.160527 -0.269163
0.178466 -0.297268
0.203565 -0.336604
0.228670 -0.375950
0.257354 -0.420911
0.286044 -0.465881
0.314729 -0.510843
0.343414 -0.555804
0.372112 -0.600769
0.400797 -0.645730
0.433067 -0.696316
0.461760 -0.741272
0.490467 -0.786232
0.519160 -0.831188
0.522745 -0.836813
0.524544 -0.839615
0.526334 -0.842423
0.528129 -0.845240
