  AQUILA 9.3% smoothed
0.669131 0.743145
0.666479 0.741052
0.663820 0.738951
0.661169 0.736858
0.658517 0.734764
0.653221 0.730557
0.610848 0.696947
0.568394 0.663397
0.525910 0.629888
0.478241 0.592071
0.436106 0.558247
0.394299 0.524114
0.352951 0.489581
0.312183 0.454526
0.272144 0.418801
0.233011 0.382274
0.199643 0.349519
0.167240 0.315907
0.144745 0.291298
0.118574 0.261037
0.093422 0.229859
0.069503 0.197571
0.050753 0.169603
0.033378 0.140398
0.017772 0.109586
0.004581 0.076613
0.000232 0.062592
-0.003366 0.047881
-0.004783 0.040195
-0.005843 0.032173
-0.006330 0.023637
-0.006232 0.019068
-0.005770 0.014171
-0.004676 0.008691
0.000000 0.000000
0.006479 -0.001353
0.009851 0.000106
0.012711 0.002011
0.015325 0.004138
0.020197 0.008727
0.024831 0.013530
0.029340 0.018432
0.038206 0.028399
0.046985 0.038433
0.068886 0.063563
0.090860 0.088641
0.112909 0.113637
0.134996 0.138600
0.161509 0.168553
0.188006 0.198520
0.214489 0.228500
0.236560 0.253491
0.267455 0.288460
0.298356 0.323437
0.333669 0.363404
0.368989 0.403378
0.404302 0.443344
0.439615 0.483311
0.474928 0.523291
0.510241 0.563258
0.549973 0.608221
0.585278 0.648194
0.620583 0.688182
0.655889 0.728155
0.660308 0.733152
0.662506 0.735653
0.664712 0.738148
0.666925 0.740650
