  DF102           
0.998630 0.052336
0.995411 0.052598
0.985819 0.053537
0.970081 0.055196
0.948583 0.057654
0.921836 0.060909
0.890285 0.064863
0.854523 0.069317
0.815095 0.073990
0.772554 0.078630
0.727392 0.083023
0.680159 0.087006
0.631420 0.090480
0.581621 0.093358
0.531290 0.095506
0.480843 0.096788
0.430702 0.097034
0.381331 0.096139
0.333252 0.094090
0.286954 0.090943
0.242950 0.086804
0.201629 0.082105
0.163426 0.076959
0.128623 0.071139
0.097484 0.064390
0.070322 0.056458
0.047442 0.047248
0.029033 0.036630
0.015166 0.025318
0.005815 0.014584
0.000878 0.005594
0.000047 -0.000889
0.005275 -0.007404
0.015906 -0.012685
0.030910 -0.017336
0.050048 -0.021390
0.073402 -0.024682
0.101037 -0.026909
0.133009 -0.027827
0.169290 -0.027287
0.209514 -0.025360
0.253171 -0.022251
0.299769 -0.018306
0.348851 -0.013811
0.399907 -0.008963
0.452491 -0.003834
0.505994 0.001524
0.559778 0.007046
0.613172 0.012578
0.665442 0.017961
0.715984 0.023063
0.764150 0.027851
0.809335 0.032362
0.850908 0.036653
0.888278 0.040695
0.920901 0.044347
0.948259 0.047403
0.970019 0.049695
0.985821 0.051204
0.995412 0.052017
0.998633 0.052266
