   J5012   12% 
0.998630 0.052336
0.995871 0.052622
0.987626 0.053452
0.973996 0.054820
0.955114 0.056654
0.931203 0.058906
0.902529 0.061479
0.869397 0.064289
0.832193 0.067216
0.791303 0.070150
0.747205 0.072976
0.700375 0.075558
0.651332 0.077785
0.600620 0.079543
0.548787 0.080722
0.496429 0.081232
0.444110 0.080984
0.392395 0.079926
0.341876 0.077999
0.293096 0.075193
0.246596 0.071494
0.202886 0.066920
0.162443 0.061526
0.125705 0.055365
0.093078 0.048528
0.064927 0.041114
0.041547 0.033240
0.023191 0.025048
0.010071 0.016670
0.002310 0.008272
0.000000 0.000000
0.003162 -0.007985
0.011759 -0.015526
0.025682 -0.022487
0.044794 -0.028715
0.068869 -0.034102
0.097640 -0.038533
0.130803 -0.041922
0.167974 -0.044210
0.208769 -0.045346
0.252719 -0.045326
0.299351 -0.044144
0.348157 -0.041836
0.398600 -0.038472
0.450143 -0.034118
0.502201 -0.028896
0.554219 -0.022916
0.605644 -0.016325
0.655894 -0.009276
0.704437 -0.001935
0.750740 0.005528
0.794301 0.012948
0.834650 0.020140
0.871354 0.026940
0.904011 0.033198
0.932259 0.038754
0.955804 0.043493
0.974390 0.047290
0.987803 0.050076
0.995916 0.051763
