FX 60-100 AIRFOIL
0.996195 0.087156
0.995109 0.087292
0.991856 0.087639
0.986453 0.088241
0.978922 0.089068
0.969300 0.090163
0.957612 0.091469
0.943929 0.092973
0.928290 0.094686
0.910780 0.096557
0.891479 0.098603
0.870454 0.100718
0.847806 0.102923
0.823638 0.105165
0.798053 0.107434
0.771170 0.109629
0.743092 0.111710
0.713960 0.113548
0.683906 0.115155
0.653059 0.116411
0.621546 0.117368
0.589517 0.117908
0.557086 0.118113
0.524420 0.117895
0.491640 0.117386
0.458901 0.116399
0.426331 0.115095
0.394081 0.113227
0.362296 0.110979
0.331114 0.108150
0.300654 0.104983
0.271070 0.101210
0.242455 0.097151
0.214968 0.092478
0.188704 0.087590
0.163795 0.082128
0.140311 0.076560
0.118388 0.070476
0.098073 0.064483
0.079517 0.058011
0.062718 0.051753
0.047829 0.044899
0.034845 0.038413
0.023860 0.031680
0.014911 0.025075
0.008026 0.018520
0.003267 0.011769
0.000566 0.005811
0.000000 0.000000
0.001240 -0.001899
0.004644 -0.003970
0.010176 -0.006046
0.017821 -0.008178
0.027516 -0.010110
0.039206 -0.011436
0.052872 -0.012740
0.068402 -0.013219
0.085788 -0.013675
0.104884 -0.013370
0.125680 -0.012865
0.148025 -0.011613
0.171863 -0.010090
0.197055 -0.007855
0.223522 -0.005289
0.251131 -0.002010
0.279782 0.001641
0.309316 0.005981
0.339641 0.010692
0.370607 0.015991
0.402101 0.021557
0.433996 0.027480
0.466159 0.033446
0.498450 0.039543
0.530753 0.045511
0.562920 0.051427
0.594844 0.057021
0.626363 0.062308
0.657377 0.067059
0.687735 0.071392
0.717314 0.075214
0.745988 0.078606
0.773634 0.081467
0.800116 0.083864
0.825339 0.085729
0.849186 0.087143
0.871553 0.088156
0.892334 0.088830
0.911425 0.089185
0.928761 0.089307
0.944257 0.089227
0.957831 0.088969
0.969437 0.088599
0.979001 0.088171
0.986490 0.087822
0.991870 0.087480
0.995116 0.087212
